source_system	history_db_id	student_id	activity_id	item_position	section_title	item_section_position	content_item_id	content_item_name	interaction_type	milliseconds_used	is_scored	scored_response	raw_response	item_status	field_test	item_score	item_submitted_timestamp	is_reviewed	milliseconds_review_total	milliseconds_review_explanation
Atom	200	1832147207	02ed9295-dd89-4a32-a127-40d84ca8fd8a	13	Qbank	13	30aea096-426c-4b79-9f85-6bba002c8257	cq0539m	choice-interaction	41100	1	1	2	responded		1	22-01-2021 16:44			
Atom	200	1832147207	02ed9295-dd89-4a32-a127-40d84ca8fd8a	14	Qbank	14	bc39cbf9-9875-4b0b-8fa6-65b2200f1843	cs055m2.01	choice-interaction	79700	1	1	5	responded		1	22-01-2021 16:46			
Atom	200	1832147207	02ed9295-dd89-4a32-a127-40d84ca8fd8a	15	Qbank	15	83d6ae4b-e893-47a8-b506-f5e0f1b2733a	cs055m2.02	choice-interaction	8000	1	1	4	responded		1	22-01-2021 16:46			
Atom	200	1833293407	03114991-e2b1-4c72-b470-66c19f5ac42b	1	Qbank	1	c45db4d2-3527-474a-9902-2317a41a0676	cq0926_10	choice-interaction		1			omitted				1	8400	8500
Atom	200	1833293407	03114991-e2b1-4c72-b470-66c19f5ac42b	2	Qbank	2	6e17a116-c65e-49d6-93e3-1518c6174e3f	cq1016m_10	choice-interaction		1			omitted				1	490100	490100
Atom	200	1833293407	03114991-e2b1-4c72-b470-66c19f5ac42b	3	Qbank	3	0a11fc5e-fedc-4ed6-aa9b-e45d91ef0041	cq1017m_10	choice-interaction		1			omitted				1	494100	499100
Atom	200	1833293407	03114991-e2b1-4c72-b470-66c19f5ac42b	4	Qbank	4	f07ba01d-2e61-4161-a626-374e6276af76	cq1018m_10	choice-interaction		1			omitted				1	66500	66500
Atom	200	1833293407	03114991-e2b1-4c72-b470-66c19f5ac42b	5	Qbank	5	14dbcf65-800e-489d-a70d-76129eaeedd9	cs003mseq.01	choice-interaction		1			omitted				1	482400	513500
Atom	200	1833293407	03114991-e2b1-4c72-b470-66c19f5ac42b	6	Qbank	6	e154fbf7-c6c3-4538-aa82-ab044a60641d	cs003mseq.02	choice-interaction		1			omitted				1	88000	88100
Atom	200	1833293407	03114991-e2b1-4c72-b470-66c19f5ac42b	7	Qbank	7	72be37aa-78b9-4fb8-8bfd-f7626fda1134	cs003mseq.03	choice-interaction		1			omitted				1	73600	73600
Atom	200	1833293407	03114991-e2b1-4c72-b470-66c19f5ac42b	8	Qbank	8	76f89ca4-fdea-4016-9219-01cd32232db0	cq0245m	choice-interaction		1			omitted				1	211100	211300
Atom	200	1833293407	03114991-e2b1-4c72-b470-66c19f5ac42b	9	Qbank	9	e44c507d-748b-4d0b-9728-612b85b39e24	cs112m2seq.01	choice-interaction		1			omitted				1	1094800	1095100
Atom	200	1833293407	03114991-e2b1-4c72-b470-66c19f5ac42b	10	Qbank	10	695b3d1d-ba2a-4c18-95ba-2e82618a791c	cs112m2seq.02	choice-interaction		1			omitted				1	125900	127200
